# Constructed from biom file
#OTU ID	MO1	MO2	MO3	MO4	MO5	MO6	MO7	MO8	MY1	MY2	MY3	MY4	MY5	MY6	MY7	MY8
179548	0.0	3.0	0.0	9.0	0.0	21.0	0.0	0.0	18.0	0.0	13.0	0.0	0.0	0.0	0.0	7.0
164413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
266676	16.0	0.0	0.0	0.0	52.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0
2311550	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0
276236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	221.0	9460.0	4965.0	2747.0	4356.0	158.0	805.0	1123.0
191753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
330772	50.0	231.0	356.0	299.0	222.0	171.0	136.0	117.0	67.0	35.0	36.0	11.0	146.0	32.0	102.0	44.0
180465	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
326095	0.0	4.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
270317	33.0	23.0	8.0	24.0	32.0	17.0	7.0	43.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
628218	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
176868	22.0	19.0	10.0	18.0	16.0	22.0	19.0	33.0	6.0	6.0	0.0	0.0	0.0	15.0	9.0	7.0
191897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
321972	21.0	23.0	62.0	35.0	24.0	47.0	8.0	21.0	0.0	0.0	0.0	14.0	10.0	6.0	7.0	12.0
191797	1105.0	2158.0	843.0	3540.0	5475.0	1030.0	90.0	1092.0	0.0	282.0	208.0	0.0	246.0	0.0	0.0	0.0
270866	0.0	4.0	8.0	10.0	10.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
266694	10.0	15.0	0.0	21.0	8.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	13.0	0.0
272328	14.0	0.0	0.0	0.0	14.0	0.0	13.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
204369	8.0	4.0	0.0	10.0	5.0	8.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
321484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0
185294	0.0	0.0	0.0	0.0	69.0	40.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
265576	0.0	34.0	0.0	23.0	0.0	0.0	32.0	32.0	9.0	0.0	14.0	0.0	11.0	11.0	19.0	8.0
190380	21.0	24.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
555945	124.0	242.0	75.0	205.0	239.0	150.0	0.0	0.0	0.0	0.0	0.0	0.0	174.0	40.0	0.0	0.0
260410	0.0	0.0	0.0	0.0	7.0	0.0	7.0	0.0	19.0	0.0	14.0	11.0	0.0	6.0	0.0	5.0
177352	6.0	0.0	0.0	77.0	7.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
264734	0.0	0.0	10.0	8.0	23.0	0.0	0.0	0.0	11.0	0.0	14.0	10.0	0.0	0.0	22.0	27.0
177068	54.0	0.0	38.0	29.0	28.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0
315485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	9.0	0.0	0.0	0.0
263138	0.0	0.0	0.0	14.0	16.0	11.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4399086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	15.0	0.0	0.0	32.0	61.0	0.0
228730	0.0	0.0	5.0	7.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	17.0	20.0	0.0	11.0	0.0
349036	0.0	258.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	37.0	0.0	41.0	0.0	54.0	0.0
318503	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
207288	12.0	7.0	23.0	0.0	0.0	45.0	0.0	0.0	21.0	0.0	0.0	16.0	15.0	33.0	25.0	15.0
1111350	0.0	6.0	6.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
175646	0.0	8.0	12.0	0.0	14.0	3.0	12.0	6.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0
258969	20.0	0.0	56.0	30.0	45.0	24.0	28.0	106.0	0.0	15.0	9.0	0.0	33.0	7.0	19.0	42.0
351881	27.0	12.0	0.0	0.0	12.0	22.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
259275	0.0	21.0	17.0	58.0	29.0	103.0	48.0	52.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0
276149	0.0	7.0	12.0	12.0	4.0	5.0	3.0	4.0	39.0	6.0	26.0	35.0	56.0	55.0	160.0	33.0
175458	0.0	0.0	17.0	18.0	0.0	0.0	0.0	11.0	15.0	0.0	7.0	0.0	8.0	11.0	0.0	27.0
342105	26.0	0.0	8.0	0.0	15.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2315700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0
590982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	746.0	0.0
2883968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
276663	265.0	79.0	192.0	0.0	191.0	70.0	50.0	268.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
174654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	264.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
325633	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
209408	190.0	196.0	0.0	0.0	0.0	174.0	0.0	0.0	32.0	55.0	20.0	0.0	37.0	69.0	93.0	59.0
270993	54.0	74.0	37.0	124.0	77.0	172.0	87.0	81.0	0.0	0.0	0.0	0.0	40.0	0.0	15.0	0.0
2897325	13.0	13.0	6.0	19.0	16.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
174337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	164.0	2704.0	1337.0	240.0	1827.0	1235.0	3194.0	3145.0	441.0
743693	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
272953	11.0	0.0	0.0	8.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
319378	0.0	26.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
320123	0.0	0.0	0.0	0.0	23.0	10.0	38.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
832558	34.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
263362	42.0	0.0	14.0	51.0	0.0	9.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
229459	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
262639	0.0	0.0	0.0	0.0	0.0	73.0	7.0	60.0	0.0	21.0	30.0	0.0	235.0	0.0	0.0	39.0
4432234	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1028036	0.0	0.0	0.0	0.0	0.0	0.0	348.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
313524	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
337784	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
346185	12.0	91.0	0.0	65.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
275882	313.0	108.0	1298.0	0.0	181.0	53.0	1869.0	559.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
268352	23.0	0.0	105.0	0.0	0.0	0.0	83.0	0.0	3813.0	195.0	689.0	761.0	963.0	491.0	166.0	659.0
196974	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
258368	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
271692	0.0	21.0	15.0	9.0	0.0	0.0	0.0	6.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
176039	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
181419	0.0	0.0	0.0	0.0	0.0	13.0	0.0	13.0	9.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
355746	45.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	9.0	17.0	0.0	0.0	5.0	27.0	18.0	0.0
258957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
181368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0	0.0
198194	15.0	0.0	0.0	13.0	30.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
339229	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0
184381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	12.0	0.0	0.0	8.0	0.0
310945	206.0	134.0	61.0	37.0	27.0	16.0	90.0	32.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0
264325	22.0	514.0	338.0	389.0	225.0	193.0	94.0	68.0	34.0	35.0	36.0	53.0	64.0	54.0	28.0	71.0
1109662	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
195189	0.0	0.0	0.0	0.0	30.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
272964	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3412718	8.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
268720	7.0	0.0	6.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
352008	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
191841	263.0	250.0	0.0	0.0	0.0	236.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
269107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
266976	10.0	10.0	35.0	0.0	0.0	0.0	51.0	11.0	11.0	18.0	14.0	69.0	38.0	9.0	18.0	15.0
356404	0.0	0.0	0.0	15.0	17.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694337	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
194665	231.0	189.0	97.0	250.0	156.0	166.0	61.0	53.0	6.0	21.0	14.0	0.0	38.0	25.0	0.0	23.0
264536	82.0	22.0	38.0	72.0	82.0	73.0	42.0	57.0	19.0	0.0	8.0	7.0	23.0	6.0	12.0	15.0
1105326	82.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
309363	0.0	25.0	46.0	0.0	0.0	31.0	33.0	23.0	12.0	0.0	0.0	16.0	11.0	15.0	15.0	0.0
4460604	134.0	77.0	59.0	121.0	0.0	43.0	111.0	44.0	11.0	12.0	0.0	0.0	22.0	0.0	43.0	46.0
233435	0.0	0.0	23.0	7.0	12.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3029968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
260828	32.0	24.0	21.0	34.0	0.0	0.0	23.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
311724	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
276478	204.0	382.0	132.0	329.0	362.0	204.0	0.0	12.0	0.0	0.0	3.0	0.0	45.0	0.0	0.0	0.0
269070	17.0	12.0	6.0	20.0	0.0	7.0	24.0	0.0	0.0	4.0	0.0	0.0	0.0	13.0	15.0	2.0
637934	11.0	11.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0
199307	0.0	0.0	0.0	7.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
187790	28.0	20.0	14.0	20.0	31.0	13.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
276402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
264795	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
338644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	12.0	18.0	0.0
4405128	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
835900	55.0	629.0	575.0	277.0	905.0	181.0	733.0	121.0	0.0	17.0	36.0	78.0	61.0	28.0	67.0	38.0
214919	657.0	673.0	1125.0	824.0	2227.0	958.0	11.0	221.0	0.0	6.0	0.0	0.0	65.0	0.0	0.0	0.0
181423	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
318563	11.0	0.0	6.0	7.0	6.0	32.0	3.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
273737	0.0	11.0	9.0	8.0	11.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0
1108599	6323.0	2931.0	2465.0	4551.0	2003.0	7599.0	6695.0	3450.0	150.0	629.0	86.0	65.0	817.0	434.0	286.0	255.0
264802	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
329712	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
262095	0.0	0.0	9.0	0.0	4.0	0.0	0.0	0.0	14.0	10.0	0.0	0.0	0.0	22.0	23.0	0.0
269657	0.0	11.0	0.0	0.0	0.0	0.0	50.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
331013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
269673	4.0	5.0	0.0	13.0	0.0	12.0	0.0	7.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
180800	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0
242917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196.0	0.0	0.0	0.0	0.0	0.0
215495	51.0	57.0	314.0	121.0	75.0	62.0	20.0	133.0	54.0	29.0	28.0	28.0	32.0	34.0	83.0	29.0
322839	113.0	335.0	173.0	120.0	112.0	113.0	44.0	32.0	0.0	0.0	0.0	16.0	7.0	0.0	0.0	10.0
261519	75.0	25.0	13.0	14.0	50.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
181719	5.0	37.0	41.0	59.0	23.0	43.0	0.0	0.0	75.0	25.0	16.0	130.0	22.0	51.0	71.0	44.0
170561	15.0	0.0	0.0	14.0	15.0	11.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
337494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
276190	0.0	21.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
267769	1547.0	1090.0	6723.0	192.0	925.0	287.0	10401.0	3133.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
827522	24.0	0.0	3.0	15.0	21.0	0.0	28.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3028318	106.0	320.0	565.0	548.0	342.0	607.0	120.0	80.0	435.0	268.0	234.0	418.0	691.0	1089.0	1084.0	643.0
339031	0.0	9.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
289918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1980.0	1260.0	0.0	214.0	359.0	4798.0
307170	13.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
188355	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4440970	13.0	15.0	0.0	0.0	0.0	0.0	4.0	21.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
264437	8.0	0.0	0.0	24.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
261365	0.0	0.0	0.0	31.0	21.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4343528	0.0	0.0	0.0	11.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
328486	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
